distribution_id,dtau_type,S_star_id,S,Sigma_id,distribution,tau,sigma_id,d,departure_id,stat_id,quantiles_id,zeta1_id,quantile_id,alpha,epsilon,norm,power
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,2.4,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,2.4,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,2.4,Euclidean,0.9994
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,2.4,Supremum,0.9946
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,2.4,Supremum,0.981
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,2.4,Supremum,0.9608
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,2.5,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,2.5,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,2.5,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,2.5,Supremum,0.997
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,2.5,Supremum,0.9886
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,2.5,Supremum,0.973
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,2.6,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,2.6,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,2.6,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,2.6,Supremum,0.9982
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,2.6,Supremum,0.9938
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,2.6,Supremum,0.9826
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,2.7,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,2.7,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,2.7,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,2.7,Supremum,0.9992
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,2.7,Supremum,0.9968
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,2.7,Supremum,0.99
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,2.8,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,2.8,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,2.8,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,2.8,Supremum,0.9996
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,2.8,Supremum,0.9982
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,2.8,Supremum,0.994
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,2.9,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,2.9,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,2.9,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,2.9,Supremum,0.9998
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,2.9,Supremum,0.9992
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,2.9,Supremum,0.997
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,3,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,3,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,3,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,3,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,3,Supremum,0.9996
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,3,Supremum,0.9988
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,3.1,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,3.1,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,3.1,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,3.1,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,3.1,Supremum,0.9998
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,3.1,Supremum,0.9992
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,3.2,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,3.2,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,3.2,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,3.2,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,3.2,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,3.2,Supremum,0.9998
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,3.3,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,3.3,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,3.3,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,3.3,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,3.3,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,3.3,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,3.4,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,3.4,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,3.4,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,3.4,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,3.4,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,3.4,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,3.5,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,3.5,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,3.5,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,3.5,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,3.5,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,3.5,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,3.6,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,3.6,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,3.6,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,3.6,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,3.6,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,3.6,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,3.7,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,3.7,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,3.7,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,3.7,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,3.7,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,3.7,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,3.8,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,3.8,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,3.8,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,3.8,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,3.8,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,3.8,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,3.9,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,3.9,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,3.9,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,3.9,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,3.9,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,3.9,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,4,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,4,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,4,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,4,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,4,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,4,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,4.1,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,4.1,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,4.1,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,4.1,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,4.1,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,4.1,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,4.2,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,4.2,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,4.2,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,4.2,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,4.2,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,4.2,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,4.3,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,4.3,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,4.3,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,4.3,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,4.3,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,4.3,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,4.4,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,4.4,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,4.4,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,4.4,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,4.4,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,4.4,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,4.5,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,4.5,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,4.5,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,4.5,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,4.5,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,4.5,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,4.6,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,4.6,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,4.6,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,4.6,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,4.6,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,4.6,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,4.7,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,4.7,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,4.7,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,4.7,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,4.7,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,4.7,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,4.8,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,4.8,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,4.8,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,4.8,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,4.8,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,4.8,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,4.9,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,4.9,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,4.9,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,4.9,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,4.9,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,4.9,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,5,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,5,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,5,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,5,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,5,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,5,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,5.1,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,5.1,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,5.1,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,5.1,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,5.1,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,5.1,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,5.2,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,5.2,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,5.2,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,5.2,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,5.2,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,5.2,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,5.3,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,5.3,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,5.3,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,5.3,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,5.3,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,5.3,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,5.4,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,5.4,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,5.4,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,5.4,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,5.4,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,5.4,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,5.5,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,5.5,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,5.5,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,5.5,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,5.5,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,5.5,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,5.6,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,5.6,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,5.6,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,5.6,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,5.6,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,5.6,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,5.7,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,5.7,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,5.7,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,5.7,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,5.7,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,5.7,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,5.8,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,5.8,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,5.8,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,5.8,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,5.8,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,5.8,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,5.9,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,5.9,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,5.9,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,5.9,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,5.9,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,5.9,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,6,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,6,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,6,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,6,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,6,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,6,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,6.1,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,6.1,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,6.1,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,6.1,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,6.1,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,6.1,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,6.2,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,6.2,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,6.2,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,6.2,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,6.2,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,6.2,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,6.3,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,6.3,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,6.3,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,6.3,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,6.3,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,6.3,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,6.4,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,6.4,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,6.4,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,6.4,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,6.4,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,6.4,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,6.5,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,6.5,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,6.5,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,6.5,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,6.5,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,6.5,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,6.6,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,6.6,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,6.6,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,6.6,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,6.6,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,6.6,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,6.7,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,6.7,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,6.7,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,6.7,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,6.7,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,6.7,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,6.8,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,6.8,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,6.8,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,6.8,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,6.8,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,6.8,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,6.9,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,6.9,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,6.9,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,6.9,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,6.9,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,6.9,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,7,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,7,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,7,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,7,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,7,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,7,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,7.1,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,7.1,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,7.1,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,7.1,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,7.1,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,7.1,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,7.2,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,7.2,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,7.2,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,7.2,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,7.2,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,7.2,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,7.3,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,7.3,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,3,0.025,7.3,Euclidean,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,1,0.1,7.3,Supremum,1
1,column,1,I,1,normal,0.3,1,5,2,1,1,3,2,0.05,7.3,Supremum,1
